,Column1,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
814,787,FAO International Symposium on ?The Role of Agricultural Biotechnologies in Sustainable Food Systems and Nutrition?,20160.0,-,conferencia,-,ieee international symposium on performance analysis of systems and software,international symposium compimage,"international symposium on communication systems, networks and digital signal processing",robocup international symposium,60.0,79.0,61.0,85.0,,,,A4,nulo,nao_tem,-
815,799,V Simpósio de Teses e Dissertações,20000.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60.0,64.0,60.0,64.0,,,,,nulo,nao_tem,-
816,809,6º Simpósio de Iniciação Científica da USP,19980.0,-,conferencia,-,simposio de instrumentacao e imagens medicas,simposio de mecanica computacional,simposio brasileiro de sistemas de informacao,simposio latinoamericano de ingenieria de software,60.0,65.0,60.0,63.0,,,,,nulo,nao_tem,-
817,829,XII Conferência Internacional de Tecnologia de Software: Qualidade de Software,20010.0,-,conferencia,-,congresso internacional de ergonomia e usabilidade de interfaces humano computador,workshop de software livre,international conference on software technologies,international conference on software technologies,60.0,65.0,70.0,77.0,,,,,nulo,nao_tem,-
818,900,V Workshop sobre Gerenciamento de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,20120.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,60.0,100.0,60.0,100.0,,B1,,B1,all,simposio brasileiro de qualidade de software,B1
819,928,1º WICS ? Workshop sobre as Implicações da Computação na Sociedade,20200.0,-,conferencia,-,workshop sobre educacao em computacao,workshop on exascale mpi,workshop sobre aspectos da interacao humano-computador para a web social,workshop sobre educacao em computacao,60.0,71.0,68.0,81.0,,,,A4,nulo,nao_tem,-
820,935,I SRTF - I Simpósio Regional de Tolerância a Falhas,19960.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,ieee international symposium on defect and fault tolerance in vlsi systems,workshop de testes e tolerancia a falhas,59.0,68.0,63.0,71.0,,,,,nulo,nao_tem,-
821,962,Workshop em Paralelismo e Otimização Combinatória,19980.0,-,conferencia,-,workshop de pesquisa em computacao dos campos gerais,workshop iberchip,workshop on applied combinatorial optimization,workshop on applied combinatorial optimization,59.0,65.0,67.0,67.0,,,,,sort set,workshop on applied combinatorial optimization,B4
822,1030,Mostra Nacional de Robótica - MNR,20160.0,-,conferencia,-,simposio brasileiro de robotica,congresso internacional de ergonomia e usabilidade de interfaces humano computador,international conference on advanced robotics,international conference on advanced robotics,59.0,67.0,61.0,61.0,,,,,nulo,nao_tem,-
823,28,"VIII Conferência Internacional de Aplicações Industriais - INDUSCON,",20080.0,-,conferencia,induscon,congresso internacional de design da informacao,congreso internacional de informatica educativa,international conference on industry applications,international conference on industry applications,59.0,66.0,72.0,72.0,,,,,nulo,nao_tem,-
824,119,III Congresso Tecnológico InfoBrasil,20090.0,-,conferencia,-,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,59.0,61.0,67.0,67.0,,,,,nulo,nao_tem,-
825,212,ALIO-INFORMS Joint International Meeting,20100.0,-,conferencia,-,ieee world forum on internet of things,international cad conference,international joint conference on automated reasoning,international i*workshop,59.0,69.0,67.0,70.0,,,,,nulo,nao_tem,-
826,276,VI CIBEM - Congreso Iberoamericano de Educación Matemática,20090.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congreso internacional de informatica educativa,congreso internacional de informatica educativa,59.0,65.0,60.0,60.0,,,,,nulo,nao_tem,-
827,280,II Workshop Tidia FAPESP,20050.0,-,conferencia,-,workshop iberchip,workshop iberchip,workshop de informatica medica,workshop iberchip,59.0,65.0,63.0,64.0,,,,,nulo,nao_tem,-
828,361,Proccedings of the 10th European Conference,,-,conferencia,-,acm internet measurement conference,agile conference,european signal processing conference,european control conference,59.0,75.0,72.0,83.0,,,,A2,nulo,nao_tem,-
829,412,Workshop em Tecnologia da Informação de da Linguagem Humana (TIL2005),20050.0,-,conferencia,-,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,workshop de tecnologia adaptativa,"international workshop on logic, language, information and computation",workshop de tecnologia adaptativa,59.0,79.0,59.0,80.0,,,,B4,nulo,nao_tem,-
830,455,XV Encontro Anual de Iniciação Científica,20060.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,59.0,71.0,57.0,57.0,,,,,nulo,nao_tem,-
831,463,Jornada Peruana de Computación,20080.0,-,conferencia,-,simposio de mecanica computacional,congresso nacional de matematica aplicada e computacional,seminario de computacao e mercado,seminario de computacao e mercado,59.0,67.0,63.0,63.0,,,,,nulo,nao_tem,-
832,558,the 31st Annual ACM Symposium,,-,conferencia,-,ieee computer society annual symposium on vlsi,ieee computer society annual symposium on vlsi,annual acm symposium on theory of computing,annual symposium of the american medical informatics association,59.0,76.0,67.0,82.0,,,,A3,nulo,nao_tem,-
833,565,XXI Sessão de Ferramentas do Congresso Brasileiro de Software: Teoria e Prática,20140.0,-,conferencia,-,workshops do congresso brasileiro de informatica na educacao,congresso brasileiro de automatica,congresso brasileiro de informatica em saude,congresso brasileiro de automatica,59.0,79.0,62.0,81.0,,,,B4,nulo,nao_tem,-
834,647,2017 EFITA WCCA Congress,20170.0,-,conferencia,-,latin american web congress,latin american web congress,sae world congress experience,latin american web congress,59.0,64.0,53.0,55.0,,,,,nulo,nao_tem,-
835,795,II ERAD - Escola Regional de Alto Desempenho de São Paulo,20110.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,59.0,61.0,57.0,60.0,,,,,nulo,nao_tem,-
836,968,2º SEMANA EDUCACIONAL,20030.0,-,conferencia,-,simposio de mecanica computacional,information systems education conference,simposio de mecanica computacional,simposio de mecanica computacional,58.0,67.0,55.0,55.0,,,,,nulo,nao_tem,-
837,980,"VII Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica",20120.0,-,conferencia,-,workshop de testes e tolerancia a falhas,iberchip workshop,workshop de gerencia e operacao de redes e servicos,workshop iberchip,58.0,65.0,56.0,64.0,,,,,nulo,nao_tem,-
838,1004,VIII Congresso Ibero-americano de Extensão Universitária,20050.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de sistemas fuzzy,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,58.0,63.0,56.0,62.0,,,,,nulo,nao_tem,-
839,39,XXXVII Seminário Integrado de Software e Hardware - XXX Congresso da Sociedade Brasileira de Computação,20100.0,-,conferencia,-,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,58.0,100.0,59.0,100.0,,B1,,B1,nulo,nao_tem,-
840,40,the 2008 ACM SIGGRAPH symposium,20080.0,-,conferencia,siggraph,picture coding symposium,international acm sigsoft symposium on component-based software engineering,acm great lakes symposium on vlsi,acm siggraph/eurographics symposium on computer animation,58.0,61.0,56.0,83.0,,,,A3,nulo,nao_tem,-
841,97,the 2010 ACM SIGGRAPH symposium,20100.0,-,conferencia,siggraph,picture coding symposium,international acm sigsoft symposium on component-based software engineering,acm great lakes symposium on vlsi,acm siggraph/eurographics symposium on computer animation,58.0,61.0,56.0,83.0,,,,A3,nulo,nao_tem,-
842,103,Jornadas Sul-Americanas de Engenharia Estrutural,19970.0,-,conferencia,-,workshop latinoamericano de ingenieria de software experimental,workshop latinoamericano de ingenieria de software experimental,workshop de engenharia de software baseada em busca,congresso brasileiro de engenharia biomedica,58.0,60.0,55.0,61.0,,,,,nulo,nao_tem,-
843,434,Workshop de Teses em Engenharia de Software em conjunto com o Simpósio Brasileiro de Engenharia de Software,19980.0,-,conferencia,-,workshop de engenharia de software baseada em busca,simposio brasileiro de qualidade de software,simposio brasileiro em seguranca da informacao e de sistemas computacionais,workshop de software livre,58.0,84.0,56.0,87.0,,B1,,B4,nulo,nao_tem,-
844,436,Workshop on Process Model Collections: Management and Reuse,20140.0,-,conferencia,-,workshop on privacy in geographic information collection and analysis,workshop on exascale mpi,workshop on social and human aspects of business process management,workshop on social and human aspects of business process management,58.0,67.0,72.0,74.0,,,,,nulo,nao_tem,-
845,451,Amazon Advanced School of Software Quality,20150.0,-,conferencia,-,workshop on software modularity,workshop on software modularity,euromicro conference on software engineering and advanced applications,international acm sigsoft conference on the quality of software architectures,58.0,68.0,55.0,62.0,,,,,nulo,nao_tem,-
846,608,IT CONFERENCE SUCESU-MT 2003,20030.0,-,conferencia,-,ieee conference on games,agile conference,ieee oceans conference,agile conference,58.0,75.0,64.0,77.0,,,,,nulo,nao_tem,-
847,668,IV Workshop de teses de doutorado em andamento do IC-UNICAMP,20080.0,-,conferencia,iv,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de realidade virtual e aumentada,workshop iberchip,58.0,70.0,57.0,64.0,,,,,nulo,nao_tem,-
848,702,"X Sessão de Ferramentas, XVII Simpósio Brasileiro de Engenharia de Software (SBES2003)",20030.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,58.0,84.0,61.0,86.0,,B1,,B1,nulo,nao_tem,-
849,847,XXV Simpósio Brasileiro de Engenharia de Software - Trilha Especial &quot;SBES is 25&quot;,20110.0,-,conferencia,sbes,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,58.0,84.0,60.0,86.0,,B1,,B1,nulo,nao_tem,-
850,890,VII SCTF - Simpósio de Computadores Tolerantes a Falhas,19970.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,57.0,68.0,58.0,63.0,,,,,nulo,nao_tem,-
851,940,II Encontro para o Processamento Computacional do Português Escrito e Falado,19960.0,-,conferencia,-,"workshop de ensino em pensamento computacional, algoritmos e programacao",workshop de visao computacional,international conference on computational processing of the portuguese language,international conference on computational processing of the portuguese language,57.0,68.0,65.0,65.0,,,,,nulo,nao_tem,-
852,959,WISE'99- Workshop Internacional Sobre Educação Virtual,19990.0,-,conferencia,wise,simposio internacional de informatica educatica,workshop iberchip,international workshop on the web and databases,workshop sobre educacao em computacao,57.0,76.0,66.0,77.0,,,,,nulo,nao_tem,-
853,38,2nd. International Latin American Grid Workshop LAGrid 2008,20080.0,-,conferencia,latin,ieee international conference on data mining workshop (icdmw),interaction latin america,international workshop on description logics,international i*workshop,57.0,88.0,67.0,96.0,,B4,,B4,nulo,nao_tem,-
854,67,III SECICOM - Semana de Ciência da Computação,20000.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,seminario de computacao e mercado,seminario de computacao e mercado,57.0,62.0,63.0,66.0,,,,,nulo,nao_tem,-
855,79,IV Congresso Iberdiscap: Tecnologias de Apoio a Portadores de Deficiência,20060.0,-,conferencia,iv,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,congresso sobre tecnologias na educacao,57.0,69.0,59.0,70.0,,,,,nulo,nao_tem,-
