,producoes
1023," marques, leonardo ; matsubara, p. g. f.  ; nakamura, walter ; wiese, igor ; zaina, luciana ; conte, tayana .  ux-tips: a ux evaluation technique to support the identification of  software application problems. in: brazilian symposium on software  engineering, 2019, salvador. sbes 2019: proceedings of the xxxiii  brazilian symposium on software engineering, 2019. p. 224.  "
1024,"   matsubara, patricia gomes fernandes;  silva, caroline lima correa da . game elements in a software  engineering study group: a case study. in: 2017 ieee/acm 39th  international conference on software engineering: software engineering  education and training track (icseseet), 2017, buenos aires. 2017  ieee/acm 39th international conference on software engineering: software  engineering education and training track (icse-seet), 2017. p. 160-169.   "
1025," silva junior, g. c. ; amaral, j. p. ; matsubara, p. g. f.  ; graciano neto, v. v. . influences of organizational culture in the  adoption of agile methodologies in information systems development - a  systematic mapping. in: xi simposio brasileiro de sistemas de  informacao, 2015, goiania. proceedings of xi sbsi. nova york: acm, 2015.  v. 1. p. 227-234.  "
1026," benites, m. ; paiva, d. m. b. ; fernandes, p. g.  ; oliveira, l. m. ; camargo, d. t. ; machado, m. i. c. . implantacao de  resultados esperados do processo gerencia de projetos com o apoio do  scrum no setor publico. in: workshop de gerencia de projetos de software  do simposio brasileiro de qualidade de software, 2012, fortaleza. anais  do xi sbqs, 2012.  "
1027," mendes, f. f. ; fernandes, p. g.  ; caroline da cunha mota ; rosangela da silva nunes ; martins, m. d. s.  . institucionalizacao de processos em um setor de producao de software  de uma universidade federal. in: x simposio brasileiro de qualidade de  software, 2011, curitiba. x simposio brasileiro de qualidade de  software, 2011. p. 369-376.  "
1028," mendes, f. f. ; hugo alexandre dantas do nascimento ; fernandes, p. g.  ; rosangela da silva nunes ; caroline da cunha mota . implantacao de  melhoria de processos em um setor de producao de software de uma  universidade federal. in: ix simposio brasileiro de qualidade de  software, 2010, belem. anais do ix simposio brasileiro de qualidade de  software, 2010.  "
1029,"   fernandes, p. g.; oliveira, j. l.  . perfil cultural e institucionalizacao de processos de software:  estudo de caso em duas organizacoes de software. in: vi workshop olhar  sociotecnico sobre a engenharia de software (paralelo ao simposio  brasileiro de qualidade de software), 2010, belem. anais do ix simposio  brasileiro de qualidade de software, 2010.  "
1030," mendes, f. f. ; fernandes, p. g. ; oliveira, j. l.  ; caroline da cunha mota ; martins, m. d. s. ; rosangela da silva nunes  . analise de ferramentas para apoio a gerencia de projetos e gerencia  de requisitos de software. in: workshop anual do mps, 2010, campinas.  anais do vi wamps, 2010. v. 6. p. 148-157.  "
1031," fernandes, p. g.; oliveira, j. l.  . cultura organizacional como apoio a institucionalizacao de processos  de software. in: vii workshop de teses e dissertacoes em qualidade de  software, 2009, ouro preto. anais do simposio brasileiro de qualidade de  software, 2009. p. 58-63.  "
1032," fernandes, p. g.; oliveira, j. l. ; mendes, f. f.  . avaliacao cultural em projetos de melhoria de processos de software.  in: v experimental software engineering latin american workshop, 2008,  salvador. anais do eselaw 2008, 2008.  "
1033," mendes, f. f. ; oliveira, j. l. ; fernandes, p. g. ; souza, a. s.  . melhorias na estrategia de implementacao de melhoria de processos de  software. in: viii simposio internacional de melhoria de processos de  software, 2007, sao paulo. oitavo simposio internacional de melhoria de  processo de software, 2007.  "
1034," fernandes, p. g.; oliveira, j. l. ; mendes, f. f. ; souza, a. s.  . analise de resultados da implementacao de melhoria de processos de  software em um grupo cooperado de empresas. in: viii simposio  internacional de melhoria de processos de software, 2007, sao paulo.  oitavo simposio internacional de melhoria de processo de software, 2007.   "
1035," fernandes, p. g..  cultura organizacional como apoio a institucionalizacao de processos de  software. in: vi congresso de pesquisa, ensino e extensao - vi conpeex,  2009, goiania. vi seminario de pos-graduacao da ufg - mestrado, 2009.  "
1036," fernandes, p. g.; oliveira, j. l.  . uma ferramenta de apoio a melhoria de processos de software: foco nos  processos gerenciais. in: iv congresso de pesquisa, ensino e extensao -  iv conpeex, 2007, goiania. anais eletronicos do xv seminario de  iniciacao cientifica, 2007.  "
1037," oliveira, j. l. ; mendes, f. f. ; fernandes, p. g.  . diagnostico de processos de software para certificacao mps.br. in:  eti - encontro de tecnologia e informatica, 2006, goiania. anais do  encontro de tecnologia e informatica, 2006.  "
1038,"   fernandes, p. g.; oliveira, j. l.  . perfil cultural e institucionalizacao de processos de software:  estudo de caso em duas organizacoes de software. 2010. (apresentacao de  trabalho/simposio).  "
1039," fernandes, p. g.; oliveira, j. l.  . cultura organizacional como apoio a institucionalizacao de processos  de software. 2009. (apresentacao de trabalho/conferencia ou palestra).  "
1040," fernandes, p. g.; oliveira, j. l.  . cultura organizacional como apoio a institucionalizacao de processos  de software. 2009. (apresentacao de trabalho/seminario).  "
1041," fernandes, p. g.; oliveira, j. l. ; mendes, f. f. . avaliacao cultural em projetos de melhoria de processos de software. 2008. (apresentacao de trabalho/outra).  "
1042," fernandes, p. g.; oliveira, j. l.  . uma ferramenta de apoio a melhoria de processos de software: foco nos  processos gerenciais. 2007. (apresentacao de trabalho/congresso).  "
1043," fernandes, p. g.; mendes, f. f. ; oliveira, j. l. . diagnostico de processos de software para certificacao mps.br. 2006. (apresentacao de trabalho/outra).  "
1044," ferraz, s.; duenha, l. d.; fernandes, p. g..   participacao em banca de bruno cezar scopel sarcinelli.uma avaliacao  das ferramentas de desenvolvimento guiado por testes do framework ruby  on rails. 							2014. trabalho de conclusao de curso (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul.  "
1045," matsubara, e. t.; fernandes, p. g..   participacao em banca de carlos cesar lanzoni.identificacao de nomes  de logradouros utilizando metodologias de busca por similaridade. 							2010. trabalho de conclusao de curso (graduacao em bacharelado em  analise de sistemas)  - universidade federal de mato grosso do sul.  "
1046," machado, m. i. c.; eleuterio, j. d. a. s.; fernandes, p. g..   participacao em banca de pablo bender santos e vivian sayuri  kataoka.avaliacao de tecnicas para o desenvolvimento de repositorios de  reuso de modelagem de negocios baseada em visoes. 							2010. trabalho de conclusao de curso (graduacao em bacharelado em  analise de sistemas)  - universidade federal de mato grosso do sul.  "
1047," vieira, c. c. a.; silva, m. a. i.; matsubara, p. g. f..  banca examinadora de concurso para professor substituto para o curso de  computacao (edital no 14, de 1o de dezembro de 2016, da ufms). 							2016. universidade federal de mato grosso do sul.  "
1048," machado, m. i. c.; pistori, j.; fernandes, p. g.. banca examinadora de concurso publico para selecao de docente da fundacao universidade federal de mato grosso do sul. 							2011. universidade federal de mato grosso do sul.  "
1049, ix simposio brasileiro de qualidade de software. 							2010. (simposio).  					 
1050," vi workshop ""um olhar sociotecnico sobre a  engenharia de software"".perfil cultural e institucionalizacao de  processos de software: estudo de caso em duas organizacoes de software.  2010. (outra).  					 "
1051, ix jornada goiana de engenharia de software. 2009. (outra).  					 
1052, simposito brasileiro de qualidade de software.cultura organizacional como apoio a institucionalizacao de processos de software. 							2009. (simposio).  					 
1053, vi seminario de pos-graduacao do vi  conpeex.cultura organizacional como apoio a institucionalizacao de  processos de software. 2009. (seminario).  
1054, eri-co - escola regional de informatica do centro-oeste. 							2008. (encontro).  					 
1055, v experimental software engineering latin  american workshop.avaliacao cultural em projetos de melhoria de  processos de software. 2008. (outra).  					 
1056, viii jornada goiana de engenharia de software. 2008. (outra).  					 
1057, eti - encontro de tecnologia e informatica. 							2007. (encontro).  					 
1058, iii seminario em gerenciamento de projetos - pmi-go. 2007. (seminario).  
1059," iv congresso de pesquisa, ensino e  extensao - iv conpeex. camadas de negocio e aplicacao de uma ferramenta  de apoio a diagnosticos de processos de software. 2007. (congresso).  "
1060, simpros - viii simpoosio de melhoria de  processos de software.analise de resultados da implementacao de melhoria  de processos de software em um grupo cooperado de empresas. 							2007. (simposio).  					 
1061, vii jges - jornada goiana de engenharia de software. 2007. (outra).  					 
1062, eti - encontro de tecnologia e informatica.diagnostico de processos de software para certificacao mps.br. 							2006. (encontro).  					 
1063," iii congresso de pesquisa, ensino e extensao - iii conpeex. 2006. (congresso).  "
1064, vi jornada goiana de engenharia de software - vi jges. 2006. (outra).  					 
1065, eti - encontro de tecnologia e informatica. 							2005. (encontro).  					 
1066," ii congresso de pesquisa, ensino e extensao - ii conpeex. 2005. (congresso).  "
1067, eti - encontro de tecnologia e informatica. 							2004. (encontro).  					 
1068," i congresso de pesquisa, ensino e extensao - i conpeex. 2004. (congresso).  "
1069, ii java gyn. 2004. (outra).  					 
1070," machado, m. i. c. ; vasconcellos, f. j. ; matsubara, p. g. f.  ; paiva, d. m. b. ; eleuterio, j. d. a. s. ; landre, g. b. ;  vasconcellos, j. f. ; silva, m. a. i. . v workshop de engenharia de  software. 2014. (outro).  "
1071," costa, h. ; fernandes, p. g. . workshop ""um olhar sociotecnico sobre a engenharia de software"". 2012. (outro).  "
1072, joao victor roman. 							motivation and engagement of computing students: profile and  relationship with academic performance. 							2017. 							trabalho de conclusao de curso. (graduacao em engenharia de  computacao)  - universidade federal de mato grosso do sul. orientador:  patricia gomes fernandes matsubara. 						 
1073, karolina martins milano. 							estudo sobre mulheres na computacao: um mapeamento sistematico. 							2017. 							trabalho de conclusao de curso. (graduacao em sistema de  informacao)  - universidade federal de mato grosso do sul. orientador:  patricia gomes fernandes matsubara. 						 
1074, sandro rogerio de oliveira brandao. 							analise e prototipagem de um aplicativo movel para indicacoes de  estabelecimentos amigaveis para criancas. 							2016. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  patricia gomes fernandes matsubara. 						 
1075, beatriz tiosse terradas e ricardo massao  kondo. 							jogos serios em engenharia de software: uma avaliacao baseada em  elementos de design de jogos. 							2015. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  patricia gomes fernandes matsubara. 						 
